text,true_label,chatgpt_prediction
"Ломоносов возглавлял географический департамент АН, руководил работой по созданию географического атласа, восстановил глобус после пожара, создал циркумполярную карту.",rus,rus
249- ماددا ئالاقىدارلار ئىجارە سۈرۈكى توشقاندا ئىجارە نەرسە ئىجارە ئالغۇچىنىڭ ئىگىدارلىقىغا ئۆتىدۇ، دەپ پۈتۈشكەندە، ئىجارە ئالغۇچى ئىجارە ھەققىنىڭ كۆپ قىسمىنى تۆلەپ بولغان بولسىمۇ، قالغان ئىجارە ھەققىنى تۆلىيەلمىگەنلىكتىن ئىجارە بەرگۈچى توختامنى بىكار قىلىپ ئىجارە نەرسىنى قايتۇرۇۋالسا، قايتۇرۇۋالغان ئىجارە نەرسىنىڭ قىممىتى ئىجارە ئالغۇچى تۆلىمىگەن ئىجارە ھەققى ۋە باشقا خىراجەتلەردىن ئېشىپ كەتسە، ئىجارە ئالغۇچى بىر قىسمىنى قايتۇرۇپ بېرىشنى تەلەپ قىلسا بولىدۇ.,uig,uig
"De lesten tied kom ik nie meer zoveul op Flakkee, mien moeder is in april gesturve, ze was 95, en ajje d’r geen vader en moeder meer heit dan gae je d’r toch nie meer zo dikkels nae toe. ‘k Hae nog wel familje op Flakkee mar daer gae je toch niet elke weeke heen. ‘k Haa jule vuuf jaar geleje verteld over m’n moeder. Da ze heel der leven op ’t zaalfde durp geweund heit, in Menheerse, dat dat huus op de koaie veuls te groot wier, ze ging oak slechter loapen en ze strukelde geregeld an over die hoage stoepe. Toen is ze verhuusd naar Dirksland, naar de Vroonlande. Dat ging oak nie meer, ze is nog es verhuusd naer Geldershof, eerst naer een geweune kamer in toen nae de verpleegafdeling.",zea,nld
"Ob Savi v dolini je zelo malo prostora, zato je bilo tam kmetij malo, največ ob sotočjih potokov. Na levem bregu v naselju Na Savi so bile samo tri (Južnova, Savškova in Bregarjeva). Ob Belih slapovih je še videti razvaline navigacijskega poslopja, ki je bilo zgrajeno za časa cesarice Marije Terezije, saj so tod pristajali brodniki z ladjami, ki so vozile po Savi. Na meji z zagorsko občino je bila do nedavnega graščina Prusnik iz prve polovice 18. stol. Takrat so Savo regulirali in zgradili kanal skozi Bele slapove in brzice. Tukaj so zgradili hlev za vprežno živino, ki je vlekla ladje navzgor. Po izgradnji železnice je plovba po mestoma nevarni Savi ponehala.",slv,slv
"A decembro de 1741, a filla de Pedro o grande, que polos seus hábitos rusos era a favorita dos soldados, incitou os gardas a revoltárense e, logo de superar unha débil oposición, ascendeu ao trono como Emperatriz Isabel.",glg,glg
"Bran akpọte ga-ahụ onye na-agba bụ nwanne nna ya, Benjen Stark (Joseph Mawle), ahụ gara na-efu gabiga Wall. Benjen na-akọwa na ọ na-adụ Ndị site a White Walker n'oge a sitere na-ekpe na-anwụ anwụ, ma a napụtara site Children nke Forest site n'ịbụ ndị a kpọgide ya n'osisi na dragonglass. Ọ gwara bran na ọ chọrọ ịga bụrụ Three-eyed Raven na na-ejikwa ya warging tupu Night King abịa n'ebe ndịda.",ibo,ibo
"Friuli-Venezia Giulia (yn Furlanek, Friûl-Vignesie Julie; yn Kroatek ha Slovenek, Furlanija-Julijska krajina; yn Almaynek, Friaul-Julisch Venetien) yw rannvro yn Itali.",cor,slv
"Le nigro ha eliminate le menacias tactic per le momento, sed a que costo! Le casas nigre in su position son subjecte al invasion. Tal casas como d6, c5 e c7 son multe vulnerabile.",ina,lat
"Гъэмахуэкlэ шъхьашыгур, кlыбыр, гъунэхэр, кlапэр, лъакъуэхэм ягупэлъэныкъуэхэр гъуабджу щытхэ. Пшъэр, жъэпlкъыр, бгъэр, ныбэр, лъакъуэ кlыбагъухэр хужьу щытхэ. Цы иlувагъыр шlымахуэми гъэмахуэми зэхуэдэ. Ауэ гъэмахуэм цым икlыхьагъыр нэхъ макlэ мэхъур. Бжъыхьам ижьэр (ипшъэ шlыпэхэм псохэм щымыхъукlэ) ицыр хужькlэ зэрехъуэкlыр. Здэпсор: Еуропэм, Ишъхъэрэ Азиэм, Ишъхъэрэ Америкэм.",kbd,kbd
"Goy er et ord for ikke-jødiske personer, som fortrinsvist benyttes jøder imellem. Ordet kommer oprindeligt fra det hebraiske: גוי, der betyder ""folk"", men i moderne brug er betydningen blevet forskudt.",dan,dan
"Yn 1965 naam Mobutu Sese Seko mei syn twadde steatsgreep de macht yn Kongo. Hy sette útein mei in polityk fan ""Afrikanisearring"" mei it doel de nammen fan persoanen en plakken te ferfangen troch Afrikaanske nammen. Yn 1966 waard de namme Léopoldville wizige yn Kinshasa, nei in doarpke dat ea op dat plak lei. De stêd woeks hurd ûnder Mobutu en luts minsken út it hiele lân oan, dy't har lok sochten yn de stêd of dy't oan etnyske striderij ûntkaam wienen. Dit brocht grutte feroaringen yn de etnyske en linguïstyske gearstalling fan de befolking fan Kinsjasa. Hoewol't de stêd yn it gebiet fan de Bakongo leit, is de lingua franca net it Kikongo, mar it Lingala.",fry,fry
1946年2月28號，李香蘭連妝都唔化，着住工作褲試圖上遣返船，但中華民國呢邊嘅女性出入境管理官睇穿咗佢係李香蘭，再度將佢遣返去收容所。10日後解開咗誤解，定咗喺一個月後嘅3月尾再出國。李香蘭儘快噉坐咗船，一上船就匿（nei1）咗入廁所，部船離港時，佢喺甲板度遠眺上海嘅摩天樓，船內嘅收音機響住，好出奇噉就係自己嘅歌《夜來香》。,zh-yue,yue
"Lievou īr opės Lietovuo (Kopėškė, Paneviežė ė Pasvalė rajonūs). Prasėded Kopėškė rajuonė, Lievenātė ežerielī. Vėngorioun vakarū, pėitvakariu posėn, paskum pasėsok ont šiaurės. Ītek i Mūša ėš dešėnė šmuota netuol Pasvalė.",sgs,lit
"Károly maga is Flandriában, Gent városában született és mind a franciát, mind a hollandot anyanyelvi szinten beszélte. 1506-ban, hat évesen megörökölte apjától Németalföldet; nagykorúvá válásáig nagynénje, Ausztriai Margit kormányzott helyette régensként. Mivel a francia király jogot formált Flandriára, hűbéresküt követelt Károlytól is, ahogyan korábban apjától. Mivel Károly ezt nem volt hajlandó megadni, hosszú háborúskodás kezdődött, amelynek végén, 1528-ban Franciaország lemondott Flandriáról.",hun,hun
"Језеро се налази у саставу рекреационог парка Чиверо који обухвата језеро и околину са површином од 6 100 хектара. Само језеро има површину од 2 632 ha (26 km²). Језеро је дугачко 16 км а на најширем месту има 8 km. Најдубље је испред саме бране са дубином од 27.43 m. Брана је дугачка 400 метара и завршена је 1952. године после изградње дуге 2,5 године и уз трошак од 2 милиона долара. Језеро Чиверо када је пуно садржи 250 000 милиона литара воде и главни је извор водоснабдевања за Хараре.",srp,srp
"Dins un sens restrictiu, Malai designa solament los Malais de Malàisia e qualques populacions plan vesinas d'Indonesia,de Singapor e de Brunei. Dins aquel sens, son 27 700 000 en 2013.",oci,oci
"'U vestibole jè arricchisciute de marme colorate assaije, da le quale ste pure fatte 'u pavimende. Se iacchiane doje statue de San Giuanne Gualberto a destre e de San Gesèppe a sinistre. 'A prime ha state attribbuite quacche tiembe fa da 'nu studiose locale, Alberte Carducci, a 'u scultore napuletane Gesèppe Sanmartino.",roa-tara,nap
በናዋትል ትውፊቶች ዘንድ፣ 7 ጎሣዎች በ7 ዋሻዎች ውስጥ ቺኮሞጽቶክ በተባለ አገር ይኖሩ ነበር። እነርሱም ሾቺሚልካ፣ ትላዊካ፣ አኮልዋ፣ ትላሽካላን፣ ቴፓኔካ፣ ቻልካ እና መሺካ ተባሉ። ከጊዜ በኋላ እነኚህ ጎሣዎች ከዚያ ወጥተው ወደ አጽትላን ፈለሡ።,amh,amh
ኤአናቱም የአኩርጋል ልጅና ተከታይ ሲሆን የላጋሽ ንጉሥ ከሆነ በኋላ ሌሎቹን ከተሞች ለመያዝ ጀመረ። ኪሽን (ምናልባት ከንጉሡ ካልቡም) ጨመረ። በሐማዚ ንጉሥ ሀዳኒሽ ዘመን ደግሞ ትልቅ እንደ ነበር ይቻላል፤ በኋላ ዘመን በኒፑር መቅደስ «ሀዳኒሽና ሉማ» የተባሉ የአናብስት ሀውልቶች ነበሩ። በኡሩክ ንጉሥ ኤንሻኩሻና ዘመን ኤአናቱም በተለይ አሸናፊ ሆነ፤ የአክሻክ ንጉሥ ዙዙን ድል አደረገ፤ ከዚያ በኋላ ላርሳ፣ ኡማና ዑር ከኤንሻኩሻና ያዘ። ከዚህ በላይ ኤአናቱም መንግሥቱን ወደ ስሜን እስከ ሹቡርና እስከ ማሪ ድረስ አስፋፋ፤ ኤላምንም ወረረ። በመጨረሻ በ2195 ዓክልበ. ግድም ኡሩክና ኒፑር ወድቀው ኤንሻኩሻናን ገለበጠው። ትንሽ ከዚህ በኋላ ግን ኤአናቱም ሞቶ ግዛቱ እንደገና በየከተማው ተከፋፈለ። ስለዚህ የኤንሻኩሻና ልጅ ሉጋል-ኪኒሼ-ዱዱ የሱመር ላዐላይነቱን ከኡሩክና ኒፑር ያዘ። የኤአናቱም ወንድም ኤናናቱም የላጋሽ አለቃ ወይም ከንቲባ ሆነ።,amh,amh
Ing larawan ning aldo metung yang letratung miyayalilan aldo-aldo king metung a letratu ibat king Wikipedia:Featured pictures (mepiling letratu).,pam,pam
Bochotnica (IFA : [bɔxɔtˈnit͡sa]) is een klein durp in Poôl'n mee een hoeie 1076 (2014) inweuners. Bochotnica leit in het Woiwodschap Lublin.,zea,nld
"Milešovka ma typowy dla Czeskiego Średniogórza stożkowaty kształt, świadczący o dawnym wulkanizmie. Jest zbudowana z trachitów. Zbocza, których nachylenie dochodzi do 30° porośnięte są lasem dębowo-bukowym z domieszką jaworu. Z innych roślin występują m.in. lilia złotogłów, miodunka plamista, rozrzutka brunatna i kosaciec bezlistny.",pol,pol
"Janez Dular, Halštatska keramika v Sloveniji = Die Grabkeramik der älteren Eisenzeit in Slowenien : prispevek k proučevanju halštatske grobne keramike in lončarstva na Dolenjskem. Dela 1. razreda SAZU 23, Ljubljana 1982 (COBISS)",slv,slv
"Muri Noruveje, hari imyaka cumi y’indero y’intango umwana wese ategerezwa kwiga; bisigura yuko abavyeyi bategerezwa kurungika abana babo mu mashure bakanakora kuburyo imyimenyerezo bahawe bayikora. Ishure ritoya n’ishure rikuru ritangura vyigwa kuri gusa, kandi ubutegetsi bw’agace ubamwo buriha ibitabo vy’amashure y’abana.",kin,run
می‌توان گفت اکنون خورشید در دوران میانسالی خود قرار دارد. در این بازه واکنش‌های همجوشی هسته‌ای در هستهٔ آن رخ می‌دهد و هیدروژن به هلیم تبدیل می‌شود. در هر ثانیه بیش از چهار میلیون تُن جرم ماده به انرژی دگرگون می‌شود و نوترینو و نور سفید بجای می‌ماند. با این روند تا به حال نزدیک به ۱۰۰ برابر جرم زمین، ماده به انرژی دگرگون شده‌است. خورشید نزدیک به ۱۰ میلیارد سال در ردهٔ ستارهٔ رشتهٔ اصلی (میانسالی) باقی می‌ماند.خورشید به اندازهٔ کافی جرم ندارد تا مانند یک ابرنواختر منفجر شود. بجای آن در نزدیک به ۵ میلیارد سال وارد حالت غول سرخ می‌شود. در این حالت در هنگامی که سوخت هیدروژن درون هسته مصرف شده‌است، لایهٔ بیرونی گسترش می‌یابد. هسته دچار جمع شدگی و گرم شدن می‌شود. حال که ستاره گرم تر شده‌است همجوشی در هیدروژنی که در لایهٔ بیرونی ستاره باقی‌مانده بود، از سر گرفته می‌شود این بار در پوسته‌ای پیرامون هستهٔ هلیمی. هر چه هلیم بیشتری تولید می‌شود، پوسته بیشتر گسترش می‌یابد. هرگاه که دمای هسته به اندازهٔ کافی بالا رود و به ۱۰۰ میلیون کلوین برسد، همجوشی هلیم در هسته آغاز می‌شود و کربن پدید می‌آید. در ادامهٔ مرحلهٔ غول سرخ، نوسان‌های حرارتی باعث می‌شود تا خورشید لایهٔ بیرونی خود را از دست دهد و از خود یک سحابی سیاره‌نما بسازد. تنها چیزی که پس از دور انداختن لایه‌های بیرونی باقی می‌مانند، هستهٔ بسیار داغ خورشید است که کم‌کم سرد می‌شود و پس از چندین میلیارد سال به کوتولهٔ سفید دگرگون می‌شود. این داستان تکامل یک ستاره از ستارهٔ با جرم کم به جرم متوسط است.,fas,fas
"Reinhold Weber, Iris Häuser: Baden-Württemberg. Eine kleine politische Landeskunde, Stuttgart 2008 (Landeszentrale für politische Bildung Baden-Württemberg)",hsb,deu
"Roontigan gosti ifaa sanaan dura hin beekkamne waan kana akka uume tilmaame. Sadaasni 8 guyyaa Jimaataa waan tureef, kanatti fayyadamuun guyyaa boqonnaa dhuma torbaniitti fayyadamee yaalii kana irra deebi'ee hojjatee yaadannoo jalqabaas barreesse. Torbeewwan itti aanuttti, Roontigan laabiraatorii isaa keessatti nyaachaa achuma bulaa amaloota ifa haaraa kanaa qorachaa ture. Roontigan, ifa haaraa kanaan eksi-reyii (X-ray) jechuun moggaase, kunis herregarratti gatiin hin beekkame X (afaan Ingilifaan kan eeksi jedhamee dubbifamu) waan bakka buufamus isarraa ka'eeti. Afaan baayyee keessatti, ifni haaraan kun maqaa isaatin moggaafamee ""Carallaa Roontigen"" (raadiyoogiraamin isaan wajjin walqabatu ammoo ""Roontiganoogiraam"") jedhamuun waammama.",orm,orm
"20 de abril de 2017 - O Papa Francisco confirma a canonización dos beatos Francisco e Jacinta Marto para o día 13 de maio de 2017, por ocasión das celebracións do Centenario das Aparicións de Fátima.",glg,por
"ᎯᎠ followers Ayyavazhi ᎪᏢᏅ Pathis ᎠᎴ Nizhal Thangals, ᎦᏙ ᎤᏍᏗ ᎠᎴ centers ᎠᏓᏙᎵᏍᏙᏗ ᎠᎴ ᏧᏁᎸᏗᏯ ᎠᎾᏕᎶᏆᏍᎬ ᎭᏫᎾᏗᏢ ᏄᏓᎴᎿᎥ ᎢᎦᏛᎭ ᎯᎠ ᏙᏱᏗᏢ ᎦᏚᎲ. ᎤᏅᏌ ᎢᏯᏓᏛᏁᎸ ᏥᏄᏍᏗ centres ᎾᏍᎩᎾᎢ propagation ᎯᎠ beliefs ᎠᎴ practices Ayyavazhi. ᎾᎿᎢ ᎠᎴ ᎤᏟ ᎢᎦᎢ ᎬᎾᏬᏍᎬ 3,500 ᎠᏓᏙᎵᏍᏙᏗ centers ᏂᎦᏅᎯᏒ ᎤᎦᎾᏭ ᎢᏅᏗᎾ. ᎣᏂ ᏧᏩᎫᏛ Ayyavazhi ᎨᏒᎢ ᎾᏍᎩ ᏂᎨᏒᎾ organized ᏗᏁᎸᏙᏗ, Swamithoppepathi ᏧᏂᎸᏫᏍᏓᏁᏗ, religiously ᎠᎴ ᎾᏍᎩ ᏂᎨᏒᎾ officially, ᏥᏄᏍᏗ ᎯᎠ headquarters ᏂᎦᏛ.",chr,chr
"Vītauts Vaitkos (lietovėškā (b.k.): Vytautas Vaitkus, g. 1943 m. siejės 22 d. Paežerie – 1991 m. sausė 13 d. Vėlniou) bova vėins ėš Sausė 13-uosės aukū, žovė̄s gindams Lietovuos liuosoma ė naprėgolnoma kāp TSRS karē ožjėmė Televėzėjės buokšta.",sgs,lit
"Jacobsen er eitt norðurlendskt eftirnavn, tað er trið vanligasta eftirnavnið í Føroyum. Navnið merkir sonur Jacobs. Í Føroyum varð navnið Jákupsson skrivað sum Jacobsen av donskum prestum.",fao,fao
"Øll londini í Skandinavia, Svøríki undantikið, seta krøv um mál- og samfelagskunnleika til ríkisborgararætt. Svøríki loyvir harafturat dupultan ríkisborgararætt. Møguleiki er at fáa ríkisborgararætt eftir at bara hava búð í Svøríki í fimm ár. Tað almenna kravið í Danmark er, at viðkomandi skal hava búð í Danska ríkinum í minsta lagi 9 ár. Danmark (og Norra) loyvir ikki dupultan ríkisborgararætt, t.e. at útlendingar er ríkisborgari í Danmark og í gamla landinum samstundis. Svøríki setur hvørki málslig krøv ella krøv til at viðkomandi skal hava verið við í innleiðsluskeiðum, tá ið ríkisborgararættur verður givin. Svøríki hevur eitt innleiðslutilboð til nýggjar útlendingar; útlendingurin fær tilboð um undirvísing í máli, samfelagslæru og lærir um arbeiðsmarknaðarviðurskifti. Svøríki hevur smíðað lógirnar soleiðis, at borgarlig og sosial rættindi eru tey somu fyri útlendingar sum fyri landsins borgarar. Í flestu øðrum londum í Evropa eru tey sosialu rættindini ikki eins góð fyri útlendingar, sum fyri triðjalandsborgarar, serliga um talan ikki er um flóttafólk. Tá ið ein persónur er fluttur til Svøríkis er ongin rættarligur munur á viðurskiftinum millum hann og ein svenskara. Øll londini í Skandinavia, uttan Svøríki, hava eisini okkurt forsyrgjarakrav, tá ið søkt verður um familjusameining við ein hjúnafelaga.",fao,fao
Von 1874 bis 1877 war Barnas Sears auch Präsident der American Baptist Missionary Union und unterstützte in dieser Funktion vor allem den Gemeindeaufbau der deutschen und europäischen Baptisten.,deu,deu
"E zeef (ouch zif) is 'n instermènt det wuuertj gebroek veur mingsele te sjeien op gróndj vanne korrelgruuedje, of vas van vleujbaar. Waat waal of neet dore zeef vèltj wuuertj dus gesorteerdj in grótter of kleinder es de äöpeningen in 't zeef.",lim,lim
"Ахалкалак, нарты кадджыты Ахар-калак (гуырдз. ახალქალაქი — «ног сахар»; сом. Ախալքալաք) у сахар Гуырдзыстоны хуссары, Джавахетийы. У Ахалкалачы муниципалитеты административон центр.",oss,kat
"Masjid ini sentiasa mengadakan aktiviti keagamaan dan kemasyarakatan yang dapat menarik minat golongan muda untuk solat berjemaah di masjid. Disamping itu dapat meningkatkan jumlah para jemaah di masjid ini. Kuliah maghrib juga menjadi rutin di masjid ini. Setiap awal bulan pada hari Jumaat, pihak masjid menganjurkan forum khas kepada wanita iaitu Fiqh Wanita pada jam 3 petang. Orang dari sekitar Peria dan luar juga datang memeriahkan ceramah dan mendapatkan ilmu-ilmu agama.",msa,msa
"Дудок або удод (Upupa epops) є птах з ряду сиворакшоподобных а єдиный жыючій представитель родины удодовых (другый представитель Upupa antaios, якый давнїше жыв на острові Свята Гелена, быв выгубеный бігом 16. стороча). Од мая року 2008 є народным птахом штату Ізраіль.",rue,ukr
"Contaba en 2008 cunha poboación de 2.188 habitantes e ten unha extensión de 1,92 km². Limita cos barrios de Espinardo ao nordés e cos de San Andrés e San Antón ao leste. Ademais tamén limita coas pedanías murcianas de Guadalupe ao noroeste e La Arboleja ao sur.",glg,glg
"4 антигендік топтан тұрады. Адам, құстар мен үй малдарында ауру туғызады. Тыныс және асқазан жолдары торшаларының цитоплазмасында өсіп-өнеді. Вириондарының көлденеңі 80—120 нм, бір тізбекті, инфекциялы РНҚ-лы, шиыршықты нуклеокапсид липопротеид қабықпен оралған. Тауықтың жұқпалы бронхиты, шошқа гастроэнтериті, тышқанның гепатит вирустары көбірек зерттелген.",kaz,kaz
"Мала Азія є півостров, на котрім ся днесь находить азійска часть Турції; лежыть міджі Чорным, Середоземным і Еґейскым морём. Історічна римска назва той области є Анатолія (турецькы Анадолу).",rue,ukr
"Κατά τη διάρκεια της Αντιμεταρρύθμισης, ειδικά μετά τη Μάχη του Λευκού Όρους το 1620, ένας μεγάλος αριθμός προτεσταντών προσφύγων από τη Βοημία, (οι böhmische Exulanten) έφτασαν στο Τσιτάου, όπου έγινα δεκτοί απότους προτεστάντες κυβερνήτες της πόλης. Πολλοί από αυτούς βρήκαν καταφύγιο σε διάφορα χωριά τριγύρω, στη Δρέσδη και στο Βερολίνο και στο Βρανδεμβούργο. Κυρίως εξαιτίας της σχεδόν ολοσχερούς καταστροφής της πόλης κατά τον επταετή πόλεμο, η άλλοτε ευημερία της πόλης είναι εμφανής σε λιγοστά κτήρια και στα κοιμητήρια όπου θάβονταν οι πλούσιοι.",ell,ell
"Gabrio Casati (rodz. 2 śyrpńa 1798 we Milano, um. 16 listopada 1873) – italski politiker, gowa tymczasowygo rzůndu we czas bůntu we Milano we 1848 roku, uod 27 czyrwńa do 15 śyrpńa 1848 prymjer Krůlestwa Sardyńije. Połńůł tyż fůnkcyjo marszałka Synatu Italije (8 paźdźerńika 1865 - 13 lutygo 1867 a 21 marca 1867 - 2 paźdźerńika 1870).",szl,pol
"2013 йисан агьалияр сиягьдиз къачунин малуматрив кьурвал хуьруьнсоветда 3 215 касди уьмуьр гьалзавай . 2012 йисан малуматрив кьурвал, хуьруьнсоветдин агьалияр 2 676 кас тир . 2002 йисан малуматриз килигна, хуьруьнсоветдин агьалияр 2 676 кас тир . Агьалидин вири лезгияр, суни - мусурманар я.",lez,lez
"Ls Slabos de l lheste son l grupo étnico que dou ourige als pobos de la Rússia, Ucránia i Bielorrúsia. Cada ua de las muitas nacionalidades de la Rússia ten ua stória apartada i ouriges cumplexas. Las ouriges stóricas de l stado russo, antretanto, son principalmente aqueilhas de ls slabos de l lheste i de ls pobos fino-ugrianos assimilados de l nordeste de la Ouropa.",mwl,glv
"Sorbske krzipki je spůlne mjano lo dwůch zortůw ludowych instrůmyntůw, kerych Sorby używali we swojij ludowyj muzyce. Rozchodźi śe uo wjelge krzipki, kere majům trzi strůny a używane bůły we katolickij tajli Łużyce. Instrůmynt je kole 60 cm dugi. Sorby majům tyż małe krzipki, kere mjanujům wěrowanske husle lebo kwasne husle (uożynne krzipki). Tyn typ instrůmynta tyż mo trzi strůny. Małe krzipki używane bůły ino we slepjańskij uokolicy we strzodkowyj Łużycy. Muzikanty grali na ńich jynoż na wjeśelach we akůmpańamyńće dudůw. Sorby dźiśo we normalnym przipodku tych krzipkůw ńy używajům, majům ale muzyczne skupiny, we kerych muzikanty grajům na kopijach sorbskich krzipkůw.",szl,hsb
"ਸ਼ਫੀ ਪਹਿਲੀ ਫ਼ਿਲਮ 2013 ਵਿੱਚ ਬਣੀ ਮੀਰਾ ਨਾਇਰ ਦੀ ਹਾਲੀਵੁੱਡ ਫ਼ਿਲਮ ਦ ਰਿਲੱਕਟੈਂਟ ਫੰਡਾਮੈਂਟਲਿਸਟ ਸੀ। ਇਸ ਫ਼ਿਲਮ ਵਿੱਚ ਉਸਨੇ ਸਾਹਸੀ, ਆਧੁਨਿਕ ਗਾਇਕਾ ਦੀ ਭੂਮਿਕਾ ਨਿਭਾਈ। ਅਤੇ ਫੇਰ ਇਸਨੇ ਪਾਕਿਸਤਾਨੀ ਫ਼ਿਲਮ ਵਾਰ ਵਿੱਚ ਭਾਰਤੀ ਜਾਸੂਸੀ ਏਜੰਸੀ ਰਿਸਰਚ, ਲਕਸ਼ਮੀ ਦੀ ਭੂਮਿਕਾ ਨਿਭਾਈ।",pan,pan
"Die bekendste voorbeeld in die Weste is sint Franciskus van Assisi, wie se orde bekend daarvoor was dat hulle in Christus se voetspore geloop het. Wanneer iemand by die orde aangesluit het, het hulle al hul besittings weggegee en op straat vir mense gepreek.",afr,afr
"Upeichavérõjepe, umi mitã oñembopy’aguasu ha oñorairõ ñane retã rayhupápe. Imotenondehárõ oĩ Bernardino Caballero ha omoirũ chupe Coronel Bernardo Franco ha Coronel Florentín Oviedo. Ñane retãyguára hetavérõ oĩ hikuái 4.000 ñorairõhára rupi. Upe ára, 8 aravo rupi, ohupytýkuri chupekuéra umi moñái. Ha’ekuéra oĩkuri 20.000 ñorairõhára ha omotenonde chupekuéra Conde D’Eu. Ijapytekuéra oĩva’ekue avei kavaju arigua omosununúva Acosta Ñu yvy.",grn,gug
"Shinobu es una adulta joven que desde niña quiso ser detective. Ella trabaja para una compañía de detectives privados, a pesar de no hacer mucho más que trabajos básicos. Detick Bell tiene un traje de detective, y actuando como tal, ella trata de descubrir al responsable detrás de las muertes de varias Chicas Mágicas a lo largo de restart. Siendo la líder del Equipo Bell, ella tiene la habilidad de darle caras a los edificios y traerlos a la vida con un beso, aunque es una habilidad muy útil en su trabajo como detective en la vida real, los edificios del Mundo Cibernético no le hablaran, ya que no quieren revelar los planes de Keek. Ella es la octava Chica Mágica en morir, al ser asesinada por Melville tras descubrir que ella era la asesina, sin embargo, ella dejó información muy importante para mostrarles a las otras chicas la verdadera identidad de Melville.",spa,spa
"ਬਾਜਵਾ ਪੰਜਾਬ ਵਿਧਾਨ ਸਭਾ ਵਿਚ 2012 ਵਿੱਚ ਕਾਦੀਆਂ ਤੋਂ ਚੁਣੀ ਗਈ ਸੀ ਉਹ ਭਾਰਤੀ ਕਾਂਗਰਸ ਦੇ 42 ਮੈਬਰਾਂ ਵਿਚੋ ਇੱਕ MLA ਸੀ, ਜਿਸ ਨੇ ਰੋਸ ਦੇ ਵਜੋ ਆਪਣੇ ਅਸਤੀਫਾ ਦੇਣ ਦਾ ਫੈਸਲਾ ਲਿਆ, ਜੋ ਸੁਪਰੀਮ ਕੋਰਟ ਦੇ ਇੱਕ ਫੈਸਲੇ ਨੂੰ ਭਾਰਤ ਦੀ ਸੱਤਾਧਾਰੀ ਪੰਜਾਬ ਦੀ ਸਮਾਪਤੀ ਦੇ ਸਤਲੁਜ -ਯਮੁਨਾ ਲਿੰਕ (SYL) ਪਾਣੀ ਨਹਿਰ ਅਨ ਸੰਵਿਧਾਨਕ ਸੀ.",pan,pan
"Кёльн (нем. Köln [kœln]) — Германия Федераци Элькунысь кар, интыяське Уйпал Рейн-Вестфалия музъемын. Германиысь каръёс пӧлын улӥсьёслэн лыдзыя Кёльн сылэ ньылетӥ интыын, нош быдӟалаезъя - куинетӥ интыын. Со сяна, со - кунысь огез тужгес бадӟымез экономикая но культурая центр. Кёльнэз ӵемысь нимало «Метрополия на Рейне» шуыса. Со - огез вашкалаез кар, Рим эпохаысен кутскыса, Европалэн историяз бадӟым инты басьтӥз. Тужгес тодмо та кар луэ Кёльн собор понна - Германиысь одӥгез валтӥсез католической черк.",udm,rus
"Mexico Ceety — poleetically an admeenistratively constitutit as the Federal Destrict — is dividit intae saxteen burghs (Spaingie: delegaciones) for admeenistrative purposes. They constitute seicont-level admeenistrative diveeisions, on par wi the municipalities o Mexico. Housomeivver, unlike municipalities, they dae no hae regulatory pouers an are no fully autonomous in their internal admeenistration. As o 2000, the citizens athin a burgh elect bi plurality a heid o govrenment, kent simply as ""burgh heid"" (Spainyie: jefe delegacional). The DF recordit an offeecial 2010 census tally o 8,851,080 indwallers.",sco,eng
"Alejandro III (Pella, 10 de junio de 356 a. C. – Babilonia, 20 de julio de 323 a. C.), conocido como Alejandro Magno (en idioma Griego antiguo Μέγας Ἀλέξανδρος), fue rey de Macedonia. Gobernó entre 338 a. C. y 323 a. C.,año de su muerte. Durante un periodo de poco más de una década, adquirió el control de todo Europa l'Imperio Persian.",cbk,spa
"Pada masa Perang Dunia II, sewaktu Belanda dijajah oleh Jerman, Jepang menguasai Indonesia. Setelah mendapatkan Indonesia pada tahun 1942, Jepang melihat bahwa para pejuang Indonesia merupakan rekan perdagangan sing kooperatif lan bersedia mengerahkan prajurit bila diperlukan. Soekarno, Mohammad Hatta, KH. Mas Mansur, lan Ki Hajar Dewantara diberikan penghargaan oleh Kaisar Jepang pada tahun 1943.",map-bms,msa
Busoj de kompanio Veolia priservas haltejojn en la urbo (linio 21M) kaj ligas la stacidomon Le Vésinet - Le Pecq kun stacidomo de Marly-le-Roi (linio 21).,epo,epo
"In 1999, vogges 't Bureau van de Statistiek'n in Frankriek, 'aod Noroy-sur-Ourcq 'n inweunersantal van 122. De bevolkiengsdichteid bedroe 23,9 mins'n per km².",zea,nld
"Olympia-teatterin perusti 1888 Joseph Oller, joka oli luonut myös Moulin Rougen. Olympia on Pariisin vanhin konserttisali ja maailman kuuluisimpia konserttisaleja. Kun teatteri avattiin 1889, se oli nimeltään ""Montagnes Russes"", mutta nimettiin Olympiaksi 1893.",fin,fin
